identifiant	nom	appellation	datation/0	commune	departement	insee	code_departement	localisation/lon	localisation/lat	appartient_a	materiau_du_gros_oeuvre	auteur	historique_du_batiment_ou_de_l_oeuvre	description_du_batiment	type_de_protection	chercheur/0	copyright	chercheur/1	chercheur/2	chercheur/3
IA49010697	Pont de Montsoreau ou Pont de Varennes-Montsoreau	pont	1er quart 20e siècle	Montsoreau	Maine-et-Loire	49219	49	0.048254529700437226	47.22445041962996			René Philippe	Un premier pont, en bois, fut lancé par les Romains en 14 av. J.-C. à travers la Vienne et sans doute aussi la Loire, appuyé sur la pointe de la confluence, au droit de Candes-Saint-Martin. Reconstruit au début du Ier siècle ap. J.-C., on ignore la date à laquelle il fut définitivement détruit, assurément dès l'Antiquité. Dans l'état actuel des connaissances, on pense que le Haut Moyen Âge ne connut pas de telles réalisations et la construction du pont de Saumur, en 1162, confisqua durablement, par la suite, la traverse de la Loire, plus en aval.Montsoreau se contenta donc d'un bac jusqu'au début du XXe siècle.Dans le dernier quart du XIXe siècle, au moment où le transport terrestre s'imposait face au trafic de Loire, un projet de pont pour traverser le fleuve au niveau de Montsoreau s'affirma de manière nette, les populations locales déplorant l'éloignement des ponts de Saumur et de Port-Boulet (Indre-et-Loire), chacun distant d'une dizaine de kilomètres.Dès 1881, le Conseil départemental reconnut l'utilité qu'il y aurait à édifier un tel pont. Un avant-projet fut proposé en 1885, mais fut abandonné, tout comme celui qui fut élaboré peu après, en 1889. Ces deux projets envisageaient l'exhaussement de la route n° 147 pour la rendre insubmersible et impliquaient des coûts, selon les options retenues de 730.000 F, 860.000 F ou 960.000 F, sommes alors jugées trop élevées. Le projet de 1889 fut peut-être également repoussé du fait de ce qu'il ne suscitait pas l'adhésion des autorités municipales de Montsoreau : le tracé envisagé pour le pont paraissait en effet trop éloigné, en aval, de la traverse du bac et du centre du village. Surtout, le Conseil municipal craignait qu'un tel emplacement, bien plus éloigné encore des habitations de l'Île au Than, ne réveillât à nouveau le désir d'une partie de ceux-ci de voir cette enclave de Montsoreau en rive droite être rattachée aux communes de Varennes-sur-Loire ou de Chouzé-sur-Loire, sur cette même rive du fleuve, débat qui agitait la vie montsorélienne depuis près d'un demi-siècle. Sans aborder la question du tracé, un nouveau projet fut proposé en 1896, évalué à 630.000F, où il était envisagé que le Conseil général participât pour 300.000 F, les communes voisines pour 50.000F et l'État pour 280.000 F. Une fois encore, ce projet resta sans suite.En 1901, toutefois, le Préfet de Maine-et-Loire, André de Joly, se saisit du dossier et entendit le concrétiser. Il sollicita à de nombreuses reprises le Ministère des Travaux publics et plaça la réalisation d'un pont à Montsoreau sur un terrain politique, comme soutien de l'État aux Républicains de Maine-et-Loire face à un Conseil général conservateur (voir Annexe 1).En 1902, l'ingénieur ordinaire des Ponts-et-Chaussées de Maine-et-Loire, René Philippe, fut ainsi chargé de rédiger un nouvel avant-projet. Son argumentation insista sur l'utilité d'un tel pont pour les échanges locaux entre les deux rives de la Loire et l'ouverture facilitée à des marchés plus lointains par fret ferroviaire en gare de Varennes-sur-Loire (voir Annexe 2). Il proposa d'établir ce pont entre les bourgs de Turquant et Montsoreau, près de la Vignole, où le débouché, en rive droite, se ferait au droit de Varennes et de sa gare. Un tel emplacement, pourtant rejeté quelques années auparavant, ne sembla plus susciter d'hostilité de la part des instances municipales de Montsoreau et des habitants de l'Île au Than. L'avant-projet fut évalué à 790.000 F, avec un financement assuré par l'État (395.000F), le Conseil général de Maine-et-Loire (300.000F) et les communes de Montsoreau, Varennes-sur-Loire, Turquant, Fontevraud-l'Abbaye, Allonnes, Brain-sur-Allonnes, Parnay et Souzay-Champigny (95.000 F).Cet avant-projet fut soutenu par le Préfet jusqu'aux plus hautes instances de l'État, avec audiences auprès du Ministre des Travaux publics, puis échanges épistolaires avec la Présidence du Conseil, alors exercée par Émile Combes, qui était également Ministre de l'Intérieur. Cette correspondance ne transita d'ailleurs plus par la voie ordinaire, mais par le Cabinet du Président du Conseil, sous le sceau des « Affaires politiques ».Toutefois, et malgré ces échanges qui, en 1903, citaient expressément le « très réel intérêt politique qui s'attache à l'exécution, aussi prochaine que possible, du projet de construction d'un pont sur la Loire entre Turquant et Montsoreau », le Ministère des Travaux publics était engagé dans un financement sur plusieurs années d'autres ponts (Avignon, Orléans, Langon et La Bragne.) qui empêchèrent jusqu'au budget de 1908 l'octroi de crédits au projet du pont de Montsoreau. Dès 1907, le Ministre des Travaux publics informa le Préfet et les collectivités territoriales impliquées dans le projet de signes favorables à un engagement budgétaire dès l'exercice suivant, ce qui eut pour effet le lancement des études nécessaires au projet définitif.Le 3 avril 1908, le Président de la République, Armand Fallières, signa un décret qui déclarait d'utilité publique la construction d'un pont sur la Loire entre Turquant et Montsoreau et reprenait les engagements financiers proposés dans l'avant-projet de 1902.Dès l'été 1908 des sondages furent pratiqués dans le lit du fleuve jusqu'au rocher et diverses études furent menées en 1909 (élargissement du tablier en prévision d'un rail de tramway, etc.). En novembre 1909, René Philippe présenta la nouvelle estimation du coût du pont : au lieu des 790.000 F initialement prévus (déjà portés à 810.000F du fait de l'inflation), le chiffrage s'élevait à 1.600.000 F. Le surcoût s'expliquait par plusieurs différences entre l'avant-projet et ce premier projet définitif, dues soit à des contraintes de terrain, soit à l'introduction de nouvelles normes techniques (augmentation de charge au m2, meilleure résistance au vent, etc.) et qui se traduisaient par un allongement du pont (de 916m40 à 1157m76) et des travées, un élargissement du tablier ou encore l'accroissement des terrassements dû à la dérivation et au talutage du chemin d'accès au pont. L'évolution des normes techniques et des exigences de résistance faisaient que le poids de métal initialement prévu de 966 tonnes passait à 1.800 tonnes (surcoût de plus de 413.000F), avec des répercutions considérables sur la taille des piles, des culées, des massifs de fondations et donc sur le volume de maçonneries (surcoût de plus de 300.000 F).Un tel dépassement remit en question le projet et une commission spéciale fut chargée de réexaminer l'ensemble, voire de proposer un nouveau projet.On envisagea dès lors l'utilisation de nouveaux procédés techniques (emploi du béton armé, après contacts avec l'entreprise Hennebique ; réalisation des maçonneries des fondations submergées par la technique de caissons en tôle foncés à air comprimé) ; on privilégia des matériaux moins onéreux (vieux rails de récupération, banquettes de terre sur cordon de moellons au lieu de garde-corps métalliques pour les levées d'accès) ; on s'orienta même un temps vers un projet de pont suspendu.Le projet définitif fut livré par René Philippe fin juin 1910, où tout avait été mis en oeuvre pour revoir les coûts à la baisse. Plusieurs des solutions techniques furent adoptées, le tablier prévu était plus étroit et la portée du pont réduite à 594,90 m avec un accès au pont par une levée de plus de 250m de long depuis la route nationale n°147.L'adjudication des travaux devait avoir lieu le 3 décembre 1910, mais elle fut annulée, du fait de ce que les entreprises candidates au marché proposaient des tarifs jugés encore trop élevés.Une seconde adjudication fut organisée le 31 juillet 1911et douze entreprises (dont Schneider) répondirent à l'appel d'offre des travaux de construction. Par arrêté, ils furent adjugés à la Société des Ponts et Travaux en fer (siège social : 93, rue Taitbout à Paris).Le devis, fixé le 5 juillet 1911, porta désormais sur un montant de 1.166.000F, soit 1.048.842,27 F pour l'estimation en elle-même et 117.157,73F pour les dépenses imprévues. Le coût fut réparti entre les collectivités engagées, qui maintinrent un financement à hauteur des 395.000F promis, et l'État, qui s'engagea à couvrir le reste des dépenses, bien au-delà, donc, de son engagement initial de 1902.Dès lors, la construction put enfin débuter. Les élus locaux pressaient, en effet, la Préfecture d'entamer le chantier, si minime fut-il, dès l'été 1911, en prévision des élections municipales de 1912. Un arrêté préfectoral du 15 septembre 1911 désigna les terrains à acquérir pour y élever le pont, dont les acquisitions des terrains se firent à l'automne 1911. Les travaux commencèrent à la fin de l'année 1911.Cependant, les fondations et piles maçonnées n'étaient toujours pas achevées en totalité à la fin du printemps 1914, alors qu'il était prévu qu'à cette date la construction du tablier métallique fut déjà bien avancée, pour une livraison du pont à l'été 1914. L'entrepreneur imputa ce retard à des problèmes techniques, à des crues et à une raréfaction de la main-d’œuvre due à la multiplication de chantiers dans les villes voisines, notamment lors de travaux de casernement. Cette concurrence avait d'ailleurs entrainé la hausse du coût salarial des maçons et carriers, fixée par le devis de juillet 1910 respectivement à 0,40F et 0,50F par jour, et qui atteignait 0,60F fin 1911, puis 0,65F en juin 1912, 0,70F en août 1912 et 0,75F en mai 1914.Le déclenchement de la Première Guerre mondiale perturba totalement la construction du pont et les archives témoignent des dysfonctionnements que connut dès lors le chantier. La consommation de métal par les industries de l'armement rendit ainsi difficile l'approvisionnement. La mobilisation accrut encore le problème de la disponibilité de la main-d’œuvre. Le transport ferroviaire des matériaux fut ralenti du fait de la concentration prioritaire du matériel roulant en zone des armées. Les appareils d'appui sur lesquels le tablier métallique reposait devaient être fabriqués par des entreprises du nord-est de la France, zone envahie dès les premiers mois de la guerre par les troupes allemandes : il fut alors décidé, en attente d'une livraison de telles pièces par d'autres fournisseurs, de lancer le tablier sur des structures temporaires, simples maçonneries de galets.Mis en demeure de hâter la construction, l'entrepreneur, par manque de main-d’œuvre, demanda même à l'administration, à l'automne 1915, la possibilité de disposer de 25 prisonniers de guerre.Des aménagements de fortune permirent d'aménager un platelage provisoire ouvert dans un premier temps à la circulation des piétons, mais dont l'accès fut interrompu en 1915, car ce va-et-vient gênait la conduite des travaux et devenait dangereux pour les usagers eux-mêmes. C'est certainement à la fin de l'année 1915 que la Société des Ponts et Travaux en fer, incapable de tenir les délais, fut mise en régie sur ce chantier, afin d'accélérer par tous les moyens la livraison du pont.Face aux difficultés, les procédures de gré à gré se multiplièrent sur le chantier, au détriment des appels d'offres en règle. C'est ainsi que le marché d'appareils d'appui fut passé avec la Société des Acieries de Nanterre fin 1915. Fin 1916, ce fut aussi par une telle procédure que l'on se procura, notamment auprès de fournisseurs locaux, les divers matériaux nécessaires : le macadam de la chaussée du tablier auprès de Payard &amp; Mialaud frères (à la Meilleraie-Tillay), des sables et graviers auprès de la société L'Indéformable (à Nantes), des armatures en acier chez E. Cessat (à La Roche-sur-Yon), etc.Par rapport au projet initial, quelques modifications furent introduites en cours de chantier : le tablier fut consolidé et la quantité de métal augmentée, pour assurer une plus grande résistance du pont (nécessité d'un contreventement inférieur en croix de Saint-André, épaisseur de métal accrue pour une meilleure résistance à la rouille, renforcement des attaches des entretoises, etc.), des escaliers vinrent ponctuellement donner accès à la chaussée depuis le bas de la levée du pont, etc.En décembre 1916, le pont était terminé et il fut livré à la circulation courant 1917, sans inauguration officielle, du fait de la guerre. La réception définitive des travaux eut lieu le 25 avril 1918.En septembre-octobre 1935, le tablier est refait en totalité.Durant la Seconde Guerre mondiale, le pont fut détruit partiellement à deux reprises : dans la nuit du 18 au 19 juin 1940, par l'armée française en retraite, puis le 10 août 1944, par l'armée allemande, en débâcle à son tour. Les éléments endommagés du pont furent reconstruits dans l'après-guerre en respectant le parti d'origine.Jugé étroit pour la circulation, on envisagea, en 1986, de détruire ce pont pour en reconstruire un nouveau. Le coût prévisionnel de ces travaux ayant été estimé à un total de 50.000.000 de francs, ce projet fut abandonné.	Établi sur le cours de la Loire, entre les communes de Montsoreau et de Varennes-sur-Loire, le pont de Montsoreau mit en relation les routes nationales n°147 (rive gauche) et n°152 (rive droite), au droit du chemin de grande communication n°35 qui conduit à  Varennes. Le choix d'une telle implantation, nettement en aval de l'ancien bac de Montsoreau auquel ce pont se substitue, correspondait à l'importance qu'avait acquise la gare de Varennes-sur-Loire, du fait du trafic ferroviaire assuré par la ligne Tours-Saumur inaugurée en décembre 1848 et intégrée en 1851 à la liaison Paris-Orléans-Nantes.Le pont est précédé, sur la rive gauche, d'une levée de près de 250m qui surplombe des berges inondables lors des crues ordinaires, constituées, d'une part, des Prés Pacauds et, d'autre part, d'un tronçon de l'ancienne Île Verte. Du côté de la rive droite, le pont donne sur la route de la Levée.Ce pont métallique, d'une longueur de 594m, traverse la Loire. Il s'agit d'un pont à tablier inférieur, à poutres en treillis double, reposant sur onze piles maçonnées et deux culées. Une telle structure est déjà courante lorsque ce pont est conçu et ne présente aucune innovation ; un exemple voisin, plus long et plus massif, le viaduc ferroviaire de Saumur, inauguré en 1886, en a, localement, montré la fiabilité.Les piles, maçonnées, mesurent 8m30 de haut. Elles reposent sur des fondations en moellons de calcaire avec âme de béton, creusées dans le lit du fleuve à l'aide de caissons à air comprimé à des profondeurs situées entre 5 et 8m au-dessous de l'étiage. Un radier de galets protège la partie immergée des fondations. Les piles sont constituées d'assises de moellons, avec parement en pierres de taille de calcaire dur de Champigny, extrait dans les proches carrières de Souzay-Champigny. Le haut des piles, où reposent les appareils d'appui du tablier, est réalisé en pierres de taille de granite, issu de carrières d'Ille-et-Vilaine.Le tablier du pont est insubmersible, avec des longerons situés au moins à 1m30 (près de la culée) au-dessus du niveau des plus hautes eaux. Il porte une chaussée en bitume de 4m60 de large, qui repose sur des tôles concaves rivées sur les longerons. La chaussée est encadrée des poutres en treillis verticales et est flanquée, en encorbellement, de voies piétonnes. La charpente métallique, haute de 5m40 (4m55 au-dessus de la chaussée) est rigidifiée par sa structure en treillis double et est coiffée d'un contreventement supérieur horizontal en croix de Saint-André et entretoises. Un contreventement identique, inférieur, qui n'était pas prévu initialement, a été ajouté en cours de construction au niveau des longerons.Le pont est constitué 12 de travées : les deux travées de rives font chacune 42m de long et les dix travées intermédiaires 51m, avec longerons continus pour chaque travée et entretoises tous les 3m.Toutes les parties métalliques sont assemblées à l'aide de rivets et de boulons.C'est sans doute en cours de chantier que l'entrepreneur modifia partiellement les plans initiaux en substituant aux assises réglées du parement des piles un appareil irrégulier, en opus incertum, avec chaînes et plinthes en bossage rustique. Les talus des levées d'accès furent également appareillés de la sorte. Selon une esthétique commune à la fin du XIXe et au début du XXe siècle, ce choix conféra au pont une allure plus robuste, qui put ainsi sembler plus propre aux fondations et supports d'un tel ouvrage.Au-devant des culées sont ménagées, sous le pont, des chaussées afin de servir de chemin de halage, en rive gauche, et de passe-pied de contre-halage, en rive droite.		Florian Stalder	(c) Région Pays de la Loire - Inventaire général;(c) Conseil départemental de Maine-et-Loire - Conservation départementale du patrimoine			
IA49010798	Pont des Lombardières ou Grand Pont	pont	4e quart 19e siècle	Béhuard	Maine-et-Loire	49028	49	-0.6490808569008298	47.37367787784911	Béhuard : présentation de la commune		Henri Daydé;Auguste Pillé Lebrun	"Le pont dit de Rochefort-sur-Loire, des Lombardières ou encore le Grand-Pont s'inscrit dans une série de trois nouveaux franchissements de la Loire – à Champtoceaux, à Rochefort-sur-Loire et à Montsoreau – projetés au début des années 1880. Reconnu d'utilité publique par le Conseil général en août 1881, le projet est adopté par le Département lors de la session du 5 mai 1886, qui assure le financement avec une participation des communes de Rochefort-sur- Loire, de Béhuard et de Savennières. Les travaux sont confiés par adjudication aux établissements Le Brun, Daydé et Pillet, basés à Creil dans l'Oise. Leur projet, préféré notamment à celui de Gustave Eiffel, prévoit la construction de deux ""ponts-cages"" à poutres en treillis, le premier – le Grand Pont – enjambant le bras principal de la Loire entre Rochefort-sur-Loire et Béhuard, le second – le pont de la Guillemette – franchissant la boire éponyme entre Béhuard et Savennières. Le Grand Pont présente quatre travées centrales de 52,87 m d'ouverture et deux travées de rives de 43,54 m dont les piles sont fondées à 7,50 m sous l'étiage. Détruites par les bombardements alliés, le 9 juillet 1944, deux d'entre-elles furent reconstruites en 1947. Le pont est rouvert à la circulation le 15 juin de la même année."	De type pont cage en treillis, le pont des Lombardières mesure 296,80 m de longueur pour une largeur totale de 7,80 m. Construit en fer forgé, il est constitué de six travées : les deux travées de rives mesurent chacune 43,54 m, les quatre travées intermédiaires 52,87 m. Les deux premières travées, côté Béhuard, furent remplacées en 1947. La chaussée était à l'origine empierrée et reposait sur des voutains de brique.		Ronan Durandière	(c) Conseil départemental de Maine-et-Loire - Conservation départementale du patrimoine	Chloé Le Corre		
IA49010824	Ancien pont ferroviaire de Pruniers, actuellement pont piétonnier	pont	1er quart 20e siècle	Bouchemaine	Maine-et-Loire	49035	49	-0.5964295604393729	47.444307313262485	Les réseaux et les voies de circulation sur le secteur de la confluence Maine-Loire		Henri Daydé;Auguste Pillé	"Le pont de Prunier permettait à la ligne de chemin de fer départementale secondaire dite ""Petit-Anjou"", reliant Angers à Candé, de franchir la Maine. Le tracé définitif de la ligne d'Angers à Candé fut adopté par la Commission départementale le 19 janvier 1906. Construit par les établissements Daydé-Pillé de Creil, le pont est ""lancé"" durant les mois de février et mars 1908 et mis en service le 8 mars 1909. Le pont est célèbre localement pour avoir permis aux troupes alliées de franchir la Maine et entrer dans Angers le 8 août 1944. La ligne de chemin de fer fut fermée définitivement le 20 août 1947. Le pont est actuellement réservé aux cyclistes et aux piétons."	D'une longueur totale de 150 m, le pont de Pruniers est construit en poutres métalliques reposant sur deux piles de maçonnerie pour un total de 260 tonnes. Les entretoises ont une hauteur de 90 cm. Le pont était destiné à porter des locomotives de 18 à 20 tonnes. Une passerelle métallique en encorbellement permettait également aux piétons de franchir la Maine à cette endroit.		Ronan Durandière	(c) Conseil départemental de Maine-et-Loire - Conservation départementale du patrimoine			
IA49011090	Pont de la Guillemette	pont	4e quart 19e siècle	Béhuard	Maine-et-Loire	49028	49	-0.6515621755547586	47.37675256031665			Henri Daydé;Auguste Pillé Lebrun	Le premier pont enjambant le bras de Loire dit de la Guillemette, entre Savennières et Béhuard, a été construit dans le même temps que celui des Lombardières, entre 1887 et 1889, par les établissements Le Brun, Daydé et Pillet, basés à Creil dans l'Oise. À l'instar de celui des Lombardières, il s'agissait d'un pont cage à poutres en treillis. D'une longueur de 81,20 m de long entre les murs des culées, pour 7,30 m de large, il comportait deux travées de 41,30 m reposant sur une pile centrale fondée à 12,50 m sous l'étiage. Détruit par les bombardements des Alliés le 9 juillet 1944, l'ouvrage fut remplacé en avril 1946 par un pont provisoire bâti à l'aide de quatre travées métalliques du port d'Arromanches de 24,30 m de portée chacune. Cette adaptation nécessita la construction de deux palées supplémentaires, de pieux battus en Loire, de part et d'autre de la pile centrale qui fut surhaussée en bois. Mis à l'étude dès les années 1950, le remplacement du système Arromanches par un nouveau pont est lancé par le Ministre de l'Intérieur en 1965. L'opération reprend le projet de reconstruction détaillé établi par le Service central d'études techniques en 1955. Elle consiste en la réalisation d'un pont métallique en treillis à poutre Waren (identique à ceux de Saint-Mathurin-sur-Loire et de Corbay à Chalonnes-sur-Loire). Le projet comprend une travée métallique de 68 m de portée franchissant la Loire et une travée d'accès en béton armé de 8,50 m de portée permettant le passage du chemin latéral au fleuve. Il tient notamment compte du gabarit de navigation imposé par le Service de navigation de la Loire qui implique la suppression de la pile centrale. Par ailleurs, il permet l'établissement d'une chaussée de 6 m de large et de deux trottoirs de 1 m. Les travaux sont adjugés le 19 septembre 1967 à l'entreprise Baudin-Châteauneuf basée à Châteauneuf-sur-Loire pour la somme 1 219 845 francs. Le coût de la reconstruction du pont, détruit pour faits de guerre, est pris en charge par l'État, la part du Département étant limitée aux améliorations apportées. Le pont est rouvert à la circulation le 10 mai 1969.	L'ouvrage comprend une travée principale métallique à poutres latérales triangulées de 66,60 m d'ouverture et une travée d'accès en béton armé, à quatre poutres sous chaussée de 8,50 m de portée. La travée métallique à une portée totale de 68 m. La couverture du tablier comporte une dalle en béton armé de 16 cm d'épaisseur. La culée rive gauche, en béton armé, repose sur les anciennes maçonneries arasées. La culée rive droite, également en béton armé, est fondée sur deux caissons circulaires.		Ronan Durandière	(c) Conseil départemental de Maine-et-Loire - Conservation départementale du patrimoine;(c) Région Pays de la Loire - Inventaire général			
IA49011134	Pont routier de Bouchemaine	pont	1er quart 20e siècle	Bouchemaine	Maine-et-Loire	49035	49	-0.608022707212696	47.42016581907214	Quartier bourg de Bouchemaine-Gare		Ferdinand Arnodin Freyssinet	"Longtemps cantonné à un passage par bac, le franchissement de la Maine à Bouchemaine par un pont routier est adopté lors de la session départementale du 10 avril 1907. Les travaux sont confiés à Ferdinand Arnodin (1845-1924), célèbre ingénieur à l'origine de la seconde génération de ponts suspendus. L'innovation technique d'Arnodin consiste notamment à renforcer les tabliers et à remplacer les câbles de fer par des câbles d'acier à torsions alternées, souvent avec adjonction de haubans ; cette modification structurelle est connue sous le nom de ""système Arnodin"". Inauguré le 22 mai 1910, le pont routier de Bouchemaine est l'un des premiers ponts bâtis par l'ingénieur qui aient adopté le ciment armé. Le parapet prévu initialement est avantageusement remplacé par des croisillons ""afin de ménager la vue en aval"". Lors de sa séance du 27 août 1909, le Conseil général ne manquera pas d'adresser à Ferdinand Arnodin ""ses très sincères compliments pour l'œuvre remarquable de grâce, de légèreté et d'audace que nous lui devons et qui fait l'admiration de tous"". Détruit en 1944 par les Allemands, le pont sera reconstruit à partir de 1949, presque à l'identique. Il est de nouveau inauguré le 29 avril 1951. Par la suite, il sera régulièrement entretenu et rénové en 1979-1980, en 1989 et en 2008. En 2018, une importante restauration est entreprise par le Département afin de remplacer les câbles corrodés et de traiter les suspentes (entreprise Freyssinet). Il est aujourd'hui emprunté quotidiennement par 12 000 véhicules, dont 600 poids-lourds."	Long de 155 mètres, le pont de Bouchemaine traverse la Maine grâce à un tablier en arc tendu entre deux pylônes de 23,70 mètres de hauteur. En 1951, il est reconstruit sur les bases du pont de 1910. Sa chaussée est néanmoins élargie à 5,60 mètres et un trottoir est aménagé de chaque côté de la chaussée pour la sécurité des piétons.		Ronan Durandière	(c) Conseil départemental de Maine-et-Loire - Conservation départementale du patrimoine			
IA49011135	Pont ferroviaire de Bouchemaine	pont	2e quart 19e siècle	Bouchemaine	Maine-et-Loire	49035	49	-0.6037879841837684	47.425733204883024	Les réseaux et les voies de circulation sur le secteur de la confluence Maine-Loire			La création de la ligne de chemin de fer de Paris à Nantes a révolutionné les transports et le rapport des habitants au fleuve. La construction en 1847 du viaduc de Bouchemaine, permettant au train de franchir la Maine, est l'un des principaux témoignages de cette modernisation à marche forcée. Long de 155 mètres, le pont franchit la rivière par un système de cinq arches en anse-de-panier de 9,60 mètres de haut et 24 mètres de portée. Dans la tradition des ponts de Loire du XVIIIe siècle, il fut bâti sur des pilotis de chêne, fondés sur le schiste à travers les alluvions, à environ douze mètres de profondeur sous l'étiage.			Ronan Durandière	(c) Conseil départemental de Maine-et-Loire - Conservation départementale du patrimoine			
IA53000399	Pont dit Vieux-Pont - Laval	pont	13e siècle	Laval	Mayenne	53130	53	-0.7694211326236314	48.068216387324036	"Les ponts de l'aire d'étude ""Rivière Mayenne"""			Pont construit au XIIIe siècle près de l'emplacement d'un gué et reconstruit en 1528 puis au début du XVIIe siècle. En 1779, le maire, Frin du Guy Boutier, fait démolir la porte Saint-Julien et la plupart des maisons à pan de bois qui le recouvraient.  En 1852, les quatre maisons commerçantes qui subsistaient sont détruites et la cinquième arche est incluse dans le quai ouest au moment de sa construction. Très endommagé à la fin de la Seconde Guerre mondiale, le pont est en partie reconstruit à l'identique en 1945.	Pont en dos d'âne dont le gros œuvre est en moellons de schiste (moellons équarris au niveau du chaînage). Au XIIIe siècle, il comporte quatre arches en arc brisé reposant sur des piles à bec et une arche en plein cintre située dans l'actuelle cour de l'Arche noire.		Dominique Eraud	(c) Région Pays de la Loire - Inventaire général;(c) Ville de Laval	Philippe Bohuon	Sylvie Garnavault	
IA53000400	Pont Napoléon, puis Pont-Neuf, actuellement pont Aristide-Briand - Laval	pont	1er quart 19e siècle	Laval	Mayenne	53130	53	-0.7706455390543988	48.07093768591952	"Les ponts de l'aire d'étude ""Rivière Mayenne"""		François Le Bourgeois ;Louis-Xavier Deslandes de Lancelot	Envisagée dès 1758, la construction d'un deuxième pont à Laval est réalisée entre 1812 et 1821 sur les plans de l'ingénieur en chef des Ponts-et-Chaussées, Louis-Xavier Deslandes de Lancelot. Celui-ci succédait à François Le Bourgeois dont le projet avait été retenu mais qui était décédé en 1808. Les travaux sont exécutés par l'entrepreneur sarthois Chauveau. La construction ayant nécessité le recours à l'emprunt, la mairie décide d'établir un péage qui prendra fin en 1838. Les guérites des receveurs n'étant prêtes qu'à la fin de l'année 1823, le pont Napoléon, appelé ensuite Pont-Neuf puis pont Aristide-Briand, n'est ouvert à la circulation qu'en janvier 1824. Lors du débarquement, en 1944, il subit les bombardements de l'aviation alliée. A peine réparé, il est dynamité par les Allemands qui battent en retraite. L'entreprise lavalloise Brochard et Gaudichet le reconstruit quasiment à l'identique après la guerre.	Réalisé en pierre de taille de granite, le pont est doté d'un tablier droit et de trois arches en anse de panier de vingt mètres d'ouverture intérieure. Lors de sa reconstruction après la guerre, les gardes-corps ont été placés en encorbellement au-dessus de la rivière. Cette nouvelle mise en œuvre a permis de cacher les tuyaux d'évacuation des eaux de pluie.		Dominique Eraud	(c) Région Pays de la Loire - Inventaire général;(c) Ville de Laval	Philippe Bohuon	Sylvie Garnavault	
IA53000401	Viaduc de chemin de fer - Laval	viaduc	3e quart 19e siècle	Laval	Mayenne	53130	53	-0.7704022348390998	48.076693538304916	"Les ponts de l'aire d'étude ""Rivière Mayenne"""		Eugène Caillaux Hunebelle	Le viaduc est édifié de 1854 à 1856 par l'ingénieur des Ponts et Chaussées Eugène Caillaux et l'entrepreneur parisien Hunebelle pour permettre le passage de la voie de chemin de fer Paris-Brest.  Les trains de marchandises l'empruntent pour la première fois le 15 avril 1857 et ceux de voyageurs le 1er mai de la même année. En 1866, une passerelle en fonte reliant les deux rives est installée en aval de ses piles. Endommagé pendant la guerre de 1870, le viaduc fait l'objet de travaux de restauration en 1871. Bombardé lors du débarquement des alliés en juin 1944, il est en partie détruit et reconstruit. En 1963, il est élargi grâce à des encorbellements ménagés sur les côtés pour recevoir les caténaires que l'électrification de la ligne a rendu nécessaires. En 1988, la passerelle est reconstruite. Placée en amont, elle est rehaussée d'1 m afin de rendre possible la navigation fluviale renaissante.	Construit en pierre de taille de granite provenant de Sacé, le viaduc comprend neuf arches en plein-cintre. Il mesure 180 m de long pour 25 m de haut.		Dominique Eraud	(c) Région Pays de la Loire - Inventaire général;(c) Conseil départemental de la Mayenne;(c) Ville de Laval	Philippe Bohuon	Sylvie Garnavault	
IA53000402	Pont d'Avénières - Laval	pont	2e quart 19e siècle	Laval	Mayenne	53130	53	-0.7615417102597495	48.05989207771296	"Les ponts de l'aire d'étude ""Rivière Mayenne"""		Joseph Chaley;Théodore Bordillon Lahougue	Un premier pont métallique suspendu est construit à la suite de l'ordonnance royale du 16 décembre 1838 près de l'emplacement d'un ancien gué et en remplacement du bac qui existait jusqu'alors. Sa construction est attribuée par adjudication le 5 novembre 1839 au négociant lavallois Louis-Pierre Martin et aux ingénieurs civils Joseph Chaley et Théodore Bordillon. Il est ouvert au public en 1842. Il se rompt en 1847 et est remplacé l'année suivante. Il fait l'objet d'un péage jusqu'en 1870. Fermé à la circulation en 1871 pour des raisons de sécurité, il est remplacé provisoirement en 1872 par une passerelle construite par le charpentier Meslier-Moran. Parallèlement, un nouveau pont est construit en pierre, sur les plan de l'ingénieur des Ponts et Chaussée Lahougue, par les entrepreneurs lavallois Théodore Maurin et Joseph Raveaux, choisi par adjudication le 18 mai 1872, et ouvert à la circulation en 1874. Il est dynamité en 1944. Un nouvel ouvrage en béton est édifié en 1948.	Construit en béton, le pont comprend 4 piles qui délimitent 3 arches de largeurs inégales. Une quatrième arche, plus étroite, permet le passage du chemin de halage, sur la rive droite.		Dominique Eraud	(c) Région Pays de la Loire - Inventaire général;(c) Conseil départemental de la Mayenne;(c) Ville de Laval	Philippe Bohuon	Nicolas Foisneau	Sylvie Garnavault
